stationId,datum,TimeUTC,TideHT,Flag.Inferred,Flag.Flat.Tol,Flag.Rate.Tol,Flag.Temp.Tol
9413450,MLLW,2008-01-24 13:42:00,0.809,0,0,0,0
9413450,MLLW,2008-01-24 13:48:00,0.788,0,0,0,0
9413450,MLLW,2008-01-24 13:54:00,0.813,0,0,0,0
9413450,MLLW,2008-01-24 14:00:00,0.82,0,0,0,0
9413450,MLLW,2008-01-24 14:06:00,0.851,0,0,0,0
9413450,MLLW,2008-01-24 14:12:00,0.847,0,0,0,0
9413450,MLLW,2008-01-24 14:18:00,0.884,0,0,0,0
9413450,MLLW,2008-01-24 14:24:00,0.88,0,0,0,0
9413450,MLLW,2008-01-24 14:30:00,0.909,0,0,0,0
9413450,MLLW,2008-01-24 14:36:00,0.937,0,0,0,0
9413450,MLLW,2008-01-24 14:42:00,0.962,0,0,0,0
9413450,MLLW,2008-01-24 14:48:00,0.952,0,0,0,0
9413450,MLLW,2008-01-24 14:54:00,0.967,0,0,0,0
9413450,MLLW,2008-01-24 15:00:00,0.991,0,0,0,0
9413450,MLLW,2008-01-24 15:06:00,1.04,0,0,0,0
9413450,MLLW,2008-01-24 15:12:00,1.078,0,0,0,0
9413450,MLLW,2008-01-24 15:18:00,1.105,0,0,0,0
9413450,MLLW,2008-01-24 15:24:00,1.098,0,0,0,0
9413450,MLLW,2008-01-24 15:30:00,1.162,0,0,0,0
9413450,MLLW,2008-01-24 15:36:00,1.158,0,0,0,0
9413450,MLLW,2008-01-24 15:42:00,1.183,0,0,0,0
9413450,MLLW,2008-01-24 15:48:00,1.222,0,0,0,0
9413450,MLLW,2008-01-24 15:54:00,1.254,0,0,0,0
9413450,MLLW,2008-01-24 16:00:00,1.29,0,0,0,0
9413450,MLLW,2008-01-24 16:06:00,1.303,0,0,0,0
